country,eltype,year,vt,vote,reg,vapvt,vap,pop,invot,fhav,fhpr,fhcl,comp
Portugal,EU Parliament,2009,36.78,3568943.0,9704559.0,41.55,8589299.0,10707924.0,1.96,1.0,1.0,1.0,No
Portugal,EU Parliament,2014,33.67,3284452.0,9753568.0,37.56,8744169.0,10813834.0,7.42,1.0,1.0,1.0,No
Portugal,Parliamentary,1975,91.73,5666696.0,6177698.0,89.73,6315420.0,9426000.0,6.9,4.0,5.0,3.0,No
Portugal,Parliamentary,1976,83.27,5393853.0,6477619.0,83.29,6476220.0,9666000.0,4.8,2.0,2.0,2.0,No
Portugal,Parliamentary,1979,87.54,5915168.0,6757152.0,88.25,6702760.0,9857000.0,2.9,2.0,2.0,2.0,No
Portugal,Parliamentary,1980,85.45,5917355.0,6925243.0,87.91,6731320.0,9899000.0,2.4,2.0,2.0,2.0,No
Portugal,Parliamentary,1983,78.64,5629996.0,7159349.0,77.43,7271280.0,10099000.0,2.7,1.5,1.0,2.0,No
Portugal,Parliamentary,1985,75.37,5744321.0,7621504.0,79.69,7207920.0,10011000.0,2.7,1.5,1.0,2.0,No
Portugal,Parliamentary,1987,72.64,5623128.0,7741149.0,78.15,7195680.0,9994000.0,2.2,1.5,1.0,2.0,No
Portugal,Parliamentary,1991,68.18,5674332.0,8322481.0,77.71,7301580.0,9867000.0,1.1,1.0,1.0,1.0,No
Portugal,Parliamentary,1995,66.3,5904854.0,8906608.0,79.11,7463960.0,9821000.0,1.9,1.0,1.0,1.0,No
Portugal,Parliamentary,1999,61.05,5406946.0,8857173.0,69.27,7805152.0,9953648.0,2.0,1.0,1.0,1.0,No
Portugal,Parliamentary,2002,62.84,5582146.0,8882561.0,68.62,8135142.0,10066253.0,1.9,1.0,1.0,1.0,No
Portugal,Parliamentary,2005,64.26,5747834.0,8944508.0,69.23,8302150.0,10524145.0,2.9,1.0,1.0,1.0,No
Portugal,Parliamentary,2009,59.68,5681258.0,9519921.0,66.14,8589299.0,10707924.0,3.1,1.0,1.0,1.0,No
Portugal,Parliamentary,2011,58.03,5585054.0,9624354.0,64.49,8660198.0,10760305.0,4.08,1.0,1.0,1.0,No
Portugal,Parliamentary,2015,55.84,5408092.0,9684922.0,61.75,8757878.0,10825309.0,3.7,1.0,1.0,1.0,No
Portugal,Presidential,1976,75.42,4885624.0,6477484.0,75.44,6476220.0,9666000.0,1.4,2.0,2.0,2.0,No
Portugal,Presidential,1980,84.18,5834789.0,6931641.0,86.68,6731320.0,9899000.0,1.1,2.0,2.0,2.0,No
Portugal,Presidential,1986,78.15,5939311.0,7600001.0,82.4,7207920.0,10011000.0,1.0,1.5,1.0,2.0,No
Portugal,Presidential,1991,61.92,5099092.0,8235151.0,69.84,7301580.0,9867000.0,3.6,1.0,1.0,1.0,No
Portugal,Presidential,1996,66.29,5762978.0,8693636.0,77.23,7461680.0,9818000.0,2.5,1.0,1.0,1.0,No
Portugal,Presidential,2001,50.03,4468442.0,8932106.0,57.19,7812959.0,9963604.0,2.9,1.0,1.0,1.0,No
Portugal,Presidential,2006,61.53,5590132.0,9085339.0,66.97,8347336.0,10566212.0,1.8,1.0,1.0,1.0,No
Portugal,Presidential,2011,46.52,4492297.0,9656797.0,51.87,8660198.0,10760305.0,5.07,1.0,1.0,1.0,No
Portugal,Presidential,2016,48.7,4740008.0,9732123.0,53.98,8781766.0,10833816.0,2.16,1.0,1.0,1.0,No
Republic of The Congo (Brazzaville),Parliamentary,2002,69.36,1202611.0,1733943.0,80.39,1495914.0,2894336.0,,5.0,6.0,4.0,No
Republic of The Congo (Brazzaville),Parliamentary,2007,,,,,1793799.0,3802332.0,,5.5,6.0,5.0,No
Republic of The Congo (Brazzaville),Presidential,2002,74.7,1295319.0,1733943.0,86.59,1495914.0,2894336.0,7.16,5.0,6.0,4.0,No
Republic of The Congo (Brazzaville),Presidential,2009,66.42,1380651.0,2078802.0,72.56,1902820.0,4012809.0,2.78,5.5,6.0,5.0,No
Romania,EU Parliament,2007,29.47,5370171.0,18220601.0,26.91,19954907.0,21565119.0,4.6,2.0,2.0,2.0,No
Romania,EU Parliament,2009,27.67,5035299.0,18197316.0,28.09,17928402.0,22011818.0,3.86,2.0,2.0,2.0,No
Romania,EU Parliament,2014,32.44,5911794.0,18221061.0,33.5,17645517.0,29729871.0,,2.0,2.0,2.0,No
Romania,Parliamentary,1992,76.29,12496430.0,16380663.0,76.16,16408080.0,22789000.0,12.7,4.0,4.0,4.0,No
Romania,Parliamentary,1996,76.01,13088388.0,17218654.0,78.2,16737320.0,22618000.0,6.5,2.5,2.0,3.0,No
Romania,Parliamentary,2000,65.31,11559458.0,17699727.0,62.16,18597776.0,22303305.0,6.2,2.0,2.0,2.0,No
Romania,Parliamentary,2004,58.51,10794653.0,18449344.0,62.26,17338014.0,22355551.0,5.2,2.5,3.0,2.0,No
Romania,Parliamentary,2008,39.2,7238871.0,18464274.0,40.48,17882585.0,22060808.0,4.86,2.0,2.0,2.0,No
Romania,Parliamentary,2012,41.76,7694180.0,18423066.0,42.81,17974764.0,21848504.0,3.61,2.0,2.0,2.0,No
Romania,Presidential,1996,75.9,13078883.0,17230654.0,78.14,16737320.0,22618000.0,0.8,2.5,2.0,3.0,No
Romania,Presidential,2000,56.62,10020870.0,17699727.0,53.88,18597776.0,22303305.0,,2.0,2.0,2.0,No
Romania,Presidential,2004,55.21,10112262.0,18316104.0,58.32,17338014.0,22355551.0,1.03,2.5,3.0,2.0,No
Romania,Presidential,2009,58.02,10620116.0,18303224.0,59.24,17928402.0,22011818.0,1.31,2.0,2.0,2.0,No
Romania,Presidential,2014,64.11,11719344.0,18280994.0,66.42,17645517.0,21729871.0,1.42,2.0,2.0,2.0,No
Russian Federation,Parliamentary,1993,50.0,52600000.0,105200000.0,47.22,111390000.0,148520000.0,,3.5,3.0,4.0,No
Russian Federation,Parliamentary,1995,64.73,69587454.0,107496856.0,62.77,110864250.0,147819000.0,1.9,3.5,3.0,4.0,No
Russian Federation,Parliamentary,1999,62.33,66840603.0,107239000.0,59.12,113049737.0,147698905.0,2.0,4.5,4.0,5.0,No
Russian Federation,Parliamentary,2003,55.67,60633179.0,108906244.0,54.34,111586387.0,144526278.0,1.6,5.0,5.0,5.0,No
Russian Federation,Parliamentary,2007,63.71,69537065.0,109145517.0,61.91,112315296.0,141377752.0,1.1,5.5,6.0,5.0,No
Russian Federation,Parliamentary,2011,60.1,65656526.0,109237780.0,57.96,113276186.0,138739892.0,1.57,5.5,6.0,5.0,No
Russian Federation,Presidential,1991,74.66,79498240.0,106484518.0,73.27,108495520.0,148624000.0,0.4,3.0,3.0,3.0,No
Russian Federation,Presidential,1996,68.88,74800449.0,108589050.0,67.61,110642250.0,147523000.0,1.2,3.5,3.0,4.0,No
Russian Federation,Presidential,2000,68.64,75070776.0,109372046.0,68.85,109037258.0,146595254.0,0.9,5.0,5.0,5.0,No
Russian Federation,Presidential,2004,64.39,69581761.0,108064281.0,62.22,111833865.0,144526278.0,0.9,5.5,6.0,5.0,No
Russian Federation,Presidential,2008,69.71,74747649.0,107222016.0,65.37,114346351.0,140702094.0,1.4,5.5,6.0,5.0,No
Russian Federation,Presidential,2012,65.27,71701665.0,109860331.0,63.37,113140987.0,138082178.0,1.17,5.5,6.0,5.0,No
Rwanda,Parliamentary,2003,96.48,3818603.0,3958058.0,89.92,4246897.0,8162715.0,1.5,5.5,6.0,5.0,No
Rwanda,Parliamentary,2008,98.5,4697689.0,4769228.0,93.6,5018694.0,10186063.0,1.2,5.5,6.0,5.0,No
Rwanda,Parliamentary,2013,98.8,5881874.0,5953531.0,99.38,5918583.0,12012589.0,,6.0,6.0,6.0,No
Rwanda,Presidential,2003,96.55,3812567.0,3948749.0,89.77,4246897.0,8162715.0,2.2,5.5,6.0,5.0,No
Rwanda,Presidential,2010,97.51,5049302.0,5178492.0,89.17,5662407.0,11055976.0,1.31,5.5,6.0,5.0,No
Saint Kitts and Nevis,Parliamentary,1952,95.69,12407.0,12966.0,57.38,21624.0,51000.0,2.0,,,,No
Saint Kitts and Nevis,Parliamentary,1957,,9833.0,,40.46,24304.0,56000.0,,,,,No
Saint Kitts and Nevis,Parliamentary,1961,68.75,12588.0,18310.0,48.27,26078.0,59000.0,3.8,,,,No
Saint Kitts and Nevis,Parliamentary,1966,73.42,14774.0,20122.0,54.48,27120.0,60000.0,4.3,,,,No
Saint Kitts and Nevis,Parliamentary,1971,87.9,15126.0,17209.0,46.77,32340.0,70000.0,3.5,,,,No
Saint Kitts and Nevis,Parliamentary,1975,72.06,12743.0,17685.0,56.48,22560.0,48000.0,4.0,,,,No
Saint Kitts and Nevis,Parliamentary,1980,74.54,14850.0,19921.0,70.31,21120.0,44000.0,1.0,,,,No
Saint Kitts and Nevis,Parliamentary,1984,77.74,18135.0,23328.0,71.68,25300.0,46000.0,0.4,1.0,1.0,1.0,No
Saint Kitts and Nevis,Parliamentary,1989,66.77,17682.0,26481.0,66.04,26775.0,42000.0,0.5,1.0,1.0,1.0,No
Saint Kitts and Nevis,Parliamentary,1993,66.43,19256.0,28987.0,74.5,25847.0,42063.0,0.3,1.0,1.0,1.0,No
Saint Kitts and Nevis,Parliamentary,1995,68.37,21690.0,31726.0,69.55,31185.0,42000.0,0.3,1.5,1.0,2.0,No
Saint Kitts and Nevis,Parliamentary,2000,64.24,21949.0,34166.0,84.77,25892.0,40976.0,0.5,1.5,1.0,2.0,No
Saint Kitts and Nevis,Parliamentary,2004,58.98,22922.0,38865.0,91.42,25073.0,38836.0,1.5,1.5,1.0,2.0,No
Saint Kitts and Nevis,Parliamentary,2010,83.51,27364.0,32766.0,76.25,35885.0,49898.0,0.43,1.0,1.0,1.0,No
Saint Kitts and Nevis,Parliamentary,2015,72.19,30455.0,42185.0,77.3,39400.0,54900.0,0.51,1.0,1.0,1.0,No
Saint Kitts and Nevis,Presidential,1958,,14738.0,,,,58000.0,,,,,No
Saint Lucia,Parliamentary,1951,59.11,16786.0,28398.0,35.73,46980.0,81000.0,8.1,,,,No
Saint Lucia,Parliamentary,1954,49.36,17006.0,34452.0,35.95,47300.0,86000.0,7.5,,,,No
Saint Lucia,Parliamentary,1957,56.82,22244.0,39147.0,47.01,47320.0,91000.0,3.0,,,,No
Saint Lucia,Parliamentary,1961,,19362.0,,41.41,46754.0,97000.0,,,,,No
Saint Lucia,Parliamentary,1964,51.93,19601.0,37748.0,43.65,44900.0,100000.0,4.5,,,,No
Saint Lucia,Parliamentary,1969,53.25,23892.0,44868.0,59.58,40100.0,100000.0,3.7,,,,No
Saint Lucia,Parliamentary,1974,84.13,33498.0,39815.0,78.08,42900.0,110000.0,3.0,,,,No
Saint Lucia,Parliamentary,1979,80.31,56189.0,69966.0,82.73,67917.0,118000.0,19.9,2.5,2.0,3.0,No
Saint Lucia,Parliamentary,1982,64.47,48590.0,75363.0,64.49,75343.0,124000.0,2.18,2.0,2.0,2.0,No
Saint Lucia,Parliamentary,1987,60.56,50365.0,83163.0,67.3,74834.0,142000.0,1.84,1.5,1.0,2.0,No
Saint Lucia,Parliamentary,1992,63.34,61308.0,96790.0,77.02,79597.0,137000.0,3.04,1.5,1.0,2.0,No
Saint Lucia,Parliamentary,1997,66.55,73585.0,110563.0,89.58,82140.0,145077.0,2.12,1.5,1.0,2.0,No
Saint Lucia,Parliamentary,2001,31.54,62805.0,199100.0,64.42,97495.0,154400.0,2.06,1.5,1.0,2.0,No
Saint Lucia,Parliamentary,2006,58.46,77487.0,132545.0,74.45,104083.0,168458.0,2.23,1.0,1.0,1.0,No
Saint Lucia,Parliamentary,2011,56.84,85821.0,150996.0,76.71,111876.0,161557.0,2.52,1.0,1.0,1.0,No
Saint Vincent and The Grenadines,Parliamentary,1951,69.72,19110.0,27409.0,69.94,27324.0,69000.0,6.8,0.0,,,No
Saint Vincent and The Grenadines,Parliamentary,1954,59.84,17465.0,29188.0,61.1,28584.0,72000.0,10.4,0.0,,,No
Saint Vincent and The Grenadines,Parliamentary,1957,70.88,21943.0,30960.0,67.07,32718.0,82000.0,10.4,0.0,,,No
Saint Vincent and The Grenadines,Parliamentary,1961,77.13,23976.0,31086.0,72.92,32882.0,82000.0,2.7,0.0,,,No
Saint Vincent and The Grenadines,Parliamentary,1966,84.09,27787.0,33044.0,76.61,36270.0,90000.0,2.0,0.0,,,No
Saint Vincent and The Grenadines,Parliamentary,1967,82.55,27278.0,33044.0,75.02,36360.0,90000.0,1.1,0.0,,,No
Saint Vincent and The Grenadines,Parliamentary,1972,75.61,32289.0,42707.0,79.53,40600.0,100000.0,1.1,0.0,,,No
Saint Vincent and The Grenadines,Parliamentary,1974,63.24,28574.0,45181.0,78.01,36630.0,90000.0,0.8,0.0,,,No
Saint Vincent and The Grenadines,Parliamentary,1979,63.9,33276.0,52073.0,58.26,57120.0,119000.0,1.0,2.0,2.0,2.0,No
Saint Vincent and The Grenadines,Parliamentary,1984,88.81,42507.0,47863.0,80.46,52832.0,104000.0,0.7,2.0,2.0,2.0,No
Saint Vincent and The Grenadines,Parliamentary,1989,72.38,44218.0,61091.0,76.82,57558.0,106000.0,0.8,1.5,1.0,2.0,No
Saint Vincent and The Grenadines,Parliamentary,1994,65.61,47212.0,71954.0,73.21,64491.0,111000.0,0.6,1.5,2.0,1.0,No
Saint Vincent and The Grenadines,Parliamentary,1998,67.36,51513.0,76469.0,77.1,66812.0,114996.0,0.4,1.5,2.0,1.0,No
Saint Vincent and The Grenadines,Parliamentary,2001,69.2,58498.0,84536.0,91.42,63986.0,114417.0,0.4,1.5,2.0,1.0,No
Saint Vincent and The Grenadines,Parliamentary,2005,63.68,57982.0,91045.0,81.38,71251.0,117534.0,0.6,1.5,2.0,1.0,No
Saint Vincent and The Grenadines,Parliamentary,2010,62.33,62993.0,101067.0,87.26,72190.0,104217.0,0.3,1.5,2.0,1.0,No
Samoa,Parliamentary,1991,78.0,44460.0,57000.0,77.46,57400.0,164000.0,,2.0,2.0,2.0,No
Samoa,Parliamentary,1996,86.35,67469.0,78137.0,105.06,64220.0,169000.0,0.4,2.0,2.0,2.0,No
Samoa,Parliamentary,2001,82.54,76934.0,93213.0,76.62,100416.0,182574.0,0.6,2.0,2.0,2.0,No
Samoa,Parliamentary,2006,,,79284.0,,111483.0,177287.0,,2.0,2.0,2.0,No
Samoa,Parliamentary,2011,,,,,100597.0,193161.0,,2.0,2.0,2.0,No
San Marino,Parliamentary,1974,79.7,14086.0,17673.0,79.7,17673.0,20000.0,2.4,,,,No
San Marino,Parliamentary,1978,78.98,15491.0,19615.0,78.98,19615.0,21000.0,2.6,,,,No
San Marino,Parliamentary,1983,79.54,17204.0,21630.0,79.54,21630.0,22000.0,,,,,No
San Marino,Parliamentary,1988,81.14,21139.0,26052.0,81.14,26052.0,23000.0,,,,,No
San Marino,Parliamentary,1993,80.3,22637.0,28191.0,80.3,28191.0,24000.0,3.8,1.0,1.0,1.0,No
San Marino,Parliamentary,1998,75.28,22673.0,30117.0,75.28,30117.0,25000.0,3.8,1.0,1.0,1.0,No
San Marino,Parliamentary,2001,73.8,22648.0,30688.0,102.83,22024.0,26986.0,3.8,1.0,1.0,1.0,No
San Marino,Parliamentary,2006,71.84,22815.0,31759.0,98.06,23266.0,29251.0,3.4,1.0,1.0,1.0,No
San Marino,Parliamentary,2008,68.48,21806.0,31845.0,88.48,24646.0,30749.0,3.83,1.0,1.0,1.0,No
San Marino,Parliamentary,2012,63.85,21138.0,33106.0,82.05,25761.0,32140.0,6.43,1.0,1.0,1.0,No
Sao Tome and Principe,Parliamentary,1991,76.74,39605.0,51610.0,69.64,56870.0,117000.0,6.1,2.5,2.0,3.0,No
Sao Tome and Principe,Parliamentary,1994,52.09,29100.0,55862.0,49.53,58750.0,126000.0,12.9,1.5,1.0,2.0,No
Sao Tome and Principe,Parliamentary,1998,64.68,32108.0,49639.0,50.54,63536.0,136197.0,9.1,1.5,1.0,2.0,No
Sao Tome and Principe,Parliamentary,2002,66.29,40412.0,60961.0,54.43,74244.0,147000.0,3.1,1.5,1.0,2.0,No
Sao Tome and Principe,Parliamentary,2006,66.85,53378.0,79849.0,62.93,84825.0,151912.0,2.42,2.0,2.0,2.0,No
Sao Tome and Principe,Parliamentary,2010,88.45,70136.0,79296.0,81.66,85885.0,175808.0,2.18,2.0,2.0,2.0,No
Sao Tome and Principe,Presidential,1991,60.0,30966.0,51610.0,54.45,56870.0,121000.0,14.3,2.5,2.0,3.0,No
Sao Tome and Principe,Presidential,1996,77.29,38841.0,50256.0,63.65,61021.0,130806.0,3.2,1.5,1.0,2.0,No
Sao Tome and Principe,Presidential,2001,70.55,47535.0,67374.0,70.42,67504.0,144703.0,1.5,1.5,1.0,2.0,No
Sao Tome and Principe,Presidential,2006,64.95,59178.0,91119.0,69.76,84825.0,151912.0,2.8,2.0,2.0,2.0,No
Sao Tome and Principe,Presidential,2011,74.09,68640.0,92639.0,71.28,96302.0,179591.0,,2.0,2.0,2.0,No
Senegal,Parliamentary,1963,,1202294.0,,82.16,1463440.0,3326000.0,,,,,No
Senegal,Parliamentary,1978,62.24,974826.0,1566250.0,42.01,2320710.0,5397000.0,,3.5,4.0,3.0,No
Senegal,Parliamentary,1983,56.0,1079824.0,1928257.0,39.76,2715880.0,6316000.0,4.0,3.5,3.0,4.0,No
Senegal,Parliamentary,1988,57.87,1118246.0,1932265.0,37.49,2982420.0,7101000.0,0.4,3.5,3.0,4.0,No
Senegal,Parliamentary,1993,40.4,1070539.0,2650000.0,26.8,3994480.0,8152000.0,0.5,4.5,4.0,5.0,No
Senegal,Parliamentary,1998,39.28,1243026.0,3164827.0,27.54,4513760.0,9212000.0,1.1,4.0,4.0,4.0,No
Senegal,Parliamentary,2001,67.26,1888911.0,2808253.0,40.99,4607716.0,9716196.0,0.6,3.5,3.0,4.0,No
Senegal,Parliamentary,2007,34.75,1738675.0,5004096.0,27.59,6301663.0,12521851.0,1.1,2.5,2.0,3.0,No
Senegal,Parliamentary,2012,36.67,1968852.0,5368783.0,30.27,6504093.0,12969606.0,0.35,3.0,3.0,3.0,No
Senegal,Presidential,1983,58.2,1099074.0,1888444.0,40.47,2715880.0,6316000.0,,3.5,3.0,4.0,No
Senegal,Presidential,1988,58.7,1134239.0,1932265.0,38.03,2982420.0,7101000.0,,3.5,3.0,4.0,No
Senegal,Presidential,1993,51.5,1313095.0,2549699.0,32.87,3994480.0,8152000.0,,4.5,4.0,5.0,No
Senegal,Presidential,2000,62.23,1667775.0,2745239.0,37.37,4539960.0,9574276.0,0.6,,3.0,4.0,No
Senegal,Presidential,2007,70.62,3472712.0,4917157.0,55.11,6301663.0,12521851.0,1.4,2.5,2.0,3.0,No
Senegal,Presidential,2012,57.12,2915893.0,5105033.0,44.83,6504093.0,12969606.0,0.48,3.0,3.0,3.0,No
Serbia,Parliamentary,2007,60.57,4029286.0,6652105.0,68.19,5908864.0,7381579.0,1.6,2.5,3.0,2.0,No
Serbia,Parliamentary,2008,61.35,4141176.0,6749688.0,70.17,5901990.0,7334935.0,2.2,2.5,3.0,2.0,No
Serbia,Parliamentary,2012,57.77,3911136.0,6770013.0,67.55,5790302.0,7276604.0,,2.0,2.0,2.0,No
Serbia,Parliamentary,2014,53.09,3592375.0,6766575.0,63.49,5658441.0,7209764.0,,2.0,2.0,2.0,No
Serbia,Presidential,2008,68.12,4580428.0,6723762.0,77.61,5901990.0,7334935.0,1.72,2.5,3.0,2.0,No
Serbia,Presidential,2012,46.26,3132679.0,6771479.0,54.1,5790302.0,7276604.0,3.15,2.0,2.0,2.0,No
Seychelles,Parliamentary,1993,86.52,43579.0,50370.0,96.07,45360.0,72000.0,1.6,3.5,3.0,4.0,No
Seychelles,Parliamentary,1998,86.73,47568.0,54847.0,90.21,52729.0,78845.0,2.5,3.0,3.0,3.0,No
Seychelles,Parliamentary,2002,84.52,52699.0,62350.0,98.12,53710.0,80098.0,1.8,3.0,3.0,3.0,No
Seychelles,Parliamentary,2007,85.9,55827.0,64993.0,93.49,59713.0,86000.0,2.5,3.0,3.0,3.0,No
Seychelles,Parliamentary,2011,74.25,51592.0,69480.0,80.65,63974.0,89188.0,31.87,3.0,3.0,3.0,No
Seychelles,Presidential,1993,86.53,43584.0,50370.0,96.08,45360.0,72000.0,1.2,3.5,3.0,4.0,No
Seychelles,Presidential,1998,86.7,47550.0,54847.0,90.18,52729.0,78845.0,2.1,3.0,3.0,3.0,No
Seychelles,Presidential,2001,93.25,51145.0,54847.0,97.85,52267.0,80522.0,1.8,3.0,3.0,3.0,No
Seychelles,Presidential,2006,88.69,56787.0,64026.0,97.08,58497.0,81541.0,1.3,3.0,3.0,3.0,No
Seychelles,Presidential,2011,85.26,59242.0,69480.0,92.6,63974.0,89188.0,2.72,3.0,3.0,3.0,No
Seychelles,Presidential,2015,90.06,63893.0,70943.0,91.4,69904.0,92430.0,1.66,3.0,3.0,3.0,No
Sierra Leone,Parliamentary,1968,,652077.0,,55.94,1165600.0,2480000.0,,,,,No
Sierra Leone,Parliamentary,1977,,686810.0,,47.56,1443940.0,3139000.0,,5.0,5.0,5.0,No
Sierra Leone,Parliamentary,1996,60.33,750858.0,1244601.0,36.99,2029720.0,4613000.0,,4.5,4.0,5.0,No
Sierra Leone,Parliamentary,2002,83.26,1950492.0,2342547.0,77.27,2524320.0,5426618.0,,4.0,4.0,4.0,No
Sierra Leone,Parliamentary,2007,75.8,1984106.0,2617554.0,72.06,2753360.0,5420000.0,7.3,3.5,4.0,3.0,No
Sierra Leone,Parliamentary,2012,79.28,2141482.0,2701299.0,76.84,2786886.0,5485998.0,,3.0,3.0,3.0,No
Sierra Leone,Presidential,1996,68.59,1028851.0,1500000.0,50.69,2029720.0,4613000.0,,4.5,4.0,5.0,No
Sierra Leone,Presidential,2002,81.43,1907455.0,2342547.0,75.56,2524320.0,5426618.0,,4.0,4.0,4.0,No
Sierra Leone,Presidential,2007,68.61,1984106.0,2600000.0,64.79,2753360.0,5420000.0,7.3,3.5,4.0,3.0,No
Sierra Leone,Presidential,2012,91.05,2459524.0,2701299.0,88.25,2786886.0,5485998.0,4.7,3.0,3.0,3.0,No
Singapore,Parliamentary,1968,94.09,77984.0,82883.0,8.25,944700.0,2010000.0,2.7,,,,Yes
Singapore,Parliamentary,1972,82.15,746219.0,908382.0,73.85,1010500.0,2150000.0,2.0,5.0,5.0,5.0,Yes
Singapore,Parliamentary,1976,95.1,815130.0,857130.0,68.36,1192360.0,2293000.0,2.3,5.0,5.0,5.0,Yes
Singapore,Parliamentary,1980,95.48,654195.0,685141.0,45.93,1424260.0,2414000.0,2.7,5.0,5.0,5.0,Yes
Singapore,Parliamentary,1984,95.59,902980.0,944624.0,55.79,1618560.0,2529000.0,2.9,4.5,4.0,5.0,Yes
Singapore,Parliamentary,1988,94.7,1373064.0,1449838.0,78.85,1741330.0,2599000.0,2.3,4.5,4.0,5.0,Yes
Singapore,Parliamentary,1991,95.03,805573.0,847716.0,43.52,1851210.0,2763000.0,2.7,4.0,4.0,4.0,Yes
Singapore,Parliamentary,1997,95.91,734000.0,765332.0,35.35,2076210.0,3009000.0,2.4,5.0,5.0,5.0,Yes
Singapore,Parliamentary,2001,94.61,638903.0,675306.0,21.44,2980081.0,4169481.0,2.14,5.0,5.0,5.0,Yes
Singapore,Parliamentary,2006,94.01,1149668.0,1222884.0,32.17,3573273.0,4389000.0,,4.5,5.0,4.0,Yes
Singapore,Parliamentary,2011,93.18,2060373.0,2211102.0,52.95,3891370.0,5183700.0,2.17,4.5,5.0,4.0,Yes
Singapore,Parliamentary,2015,93.56,2304331.0,2462926.0,52.13,4420371.0,5674472.0,2.05,4.0,4.0,4.0,Yes
Singapore,Presidential,1993,94.48,1659482.0,1756517.0,83.68,1983060.0,2874000.0,2.2,5.0,5.0,5.0,Yes
Singapore,Presidential,2011,94.65,2153014.0,2274773.0,55.33,3891370.0,5183700.0,1.76,4.5,5.0,4.0,Yes
Slovakia,EU Parliament,2004,16.97,714508.0,4210463.0,17.45,4093515.0,5380053.0,1.8,1.5,1.0,2.0,No
Slovakia,EU Parliament,2009,19.64,853533.0,4345773.0,19.51,4375254.0,5463046.0,3.02,1.0,1.0,1.0,No
Slovakia,EU Parliament,2014,13.05,575876.0,4414433.0,13.14,4381043.0,5443583.0,2.66,1.0,1.0,1.0,No
Slovakia,Parliamentary,1990,96.33,10785270.0,11195596.0,93.06,11589140.0,15661000.0,1.4,2.0,,,No
Slovakia,Parliamentary,1992,84.68,9750978.0,11515699.0,83.76,11640940.0,15731000.0,1.7,2.0,,,No
Slovakia,Parliamentary,1994,75.41,2923265.0,3876555.0,75.93,3849840.0,5347000.0,1.6,2.5,2.0,3.0,No
Slovakia,Parliamentary,1998,84.25,3389346.0,4023191.0,78.86,4297856.0,5274335.0,1.7,2.0,2.0,2.0,No
Slovakia,Parliamentary,2002,70.07,2913267.0,4157802.0,71.63,4067252.0,5379455.0,1.3,1.5,1.0,2.0,No
Slovakia,Parliamentary,2006,54.67,2335917.0,4272517.0,56.4,4141957.0,5439448.0,1.4,1.0,1.0,1.0,No
Slovakia,Parliamentary,2010,58.84,2566779.0,4362369.0,58.38,4396639.0,5470306.0,1.46,1.0,1.0,1.0,No
Slovakia,Parliamentary,2012,59.11,2596443.0,4392451.0,57.85,4488381.0,5483088.0,,1.0,1.0,1.0,No
Slovakia,Presidential,1999,75.42,3047814.0,4041181.0,80.91,3767042.0,5392982.0,0.88,1.5,1.0,2.0,No
Slovakia,Presidential,2004,43.48,1827282.0,4202597.0,44.12,4141957.0,5430033.0,1.39,1.0,1.0,1.0,No
Slovakia,Presidential,2009,51.67,2242162.0,4339257.0,51.25,4375254.0,5463046.0,0.83,1.0,1.0,1.0,No
Slovakia,Presidential,2014,50.48,2224382.0,4406261.0,51.11,4351806.0,5443583.0,1.04,1.0,1.0,1.0,No
Slovenia,EU Parliament,2004,28.35,461879.0,1628918.0,31.87,1449120.0,1996433.0,5.6,1.0,1.0,1.0,No
Slovenia,EU Parliament,2009,28.33,481559.0,1699744.0,28.83,1670570.0,2005692.0,3.86,1.0,1.0,1.0,No
Slovenia,EU Parliament,2014,24.55,419975.0,1710856.0,25.64,1638247.0,1988292.0,4.19,1.0,1.0,1.0,No
Slovenia,Parliamentary,1992,85.9,1280243.0,1490434.0,85.52,1497000.0,1996000.0,7.0,2.0,2.0,2.0,No
Slovenia,Parliamentary,1996,73.67,1136211.0,1542218.0,75.75,1499960.0,1948000.0,5.9,1.5,1.0,2.0,No
Slovenia,Parliamentary,2000,70.36,1116423.0,1586695.0,72.33,1543425.0,1987985.0,3.3,1.5,1.0,2.0,No
Slovenia,Parliamentary,2004,60.64,991123.0,1634402.0,61.09,1622422.0,2011473.0,2.3,1.0,1.0,1.0,No
Slovenia,Parliamentary,2008,63.1,1070523.0,1696437.0,65.04,1645967.0,2007711.0,1.7,1.0,1.0,1.0,No
Slovenia,Parliamentary,2011,65.6,1121475.0,1709692.0,66.99,1674170.0,2000092.0,1.71,1.0,1.0,1.0,No
Slovenia,Parliamentary,2014,51.73,886124.0,1713067.0,54.09,1638247.0,1988292.0,1.3,1.0,1.0,1.0,No
Slovenia,Presidential,1990,,1153335.0,,76.97,1498500.0,1998000.0,2.3,,,,No
Slovenia,Presidential,1992,85.84,1280252.0,1491374.0,85.52,1497000.0,1996000.0,,2.0,2.0,2.0,No
Slovenia,Presidential,1997,68.65,1064532.0,1550775.0,71.18,1495460.0,1942000.0,2.1,1.5,1.0,2.0,No
Slovenia,Presidential,2002,65.24,1050533.0,1610234.0,65.47,1604505.0,1930132.0,1.36,1.0,1.0,1.0,No
Slovenia,Presidential,2007,58.45,1005359.0,1720174.0,61.26,1641161.0,2009245.0,0.97,1.0,1.0,1.0,No
